sentiment,content
1,jeff right call duty pwns gotta figure xtra copy wolvarine bought earlier week
0,unclecreepy cont bastardized version french fun believe me
1,quite sure ace cake are gosh tired loved bride war fun night
0,also think talking now okay need get bed btw miss brother
1,naizhao picture tell u surrounded adorable child hehe
0,burned tongue workkkkkkkkkkkkkkkkk
1,steffaniyu haha see go wear blue heey ur watching jonas hahaha watched ep yet hope show soon p
1,one final down two go
1,always thinking look good place appericiate everyone support every site joined
0,mbulatao oh no hope baad tell mya hope get better soon
0,indysawhney seems like u r pushing wcm site really cant beleive pro havent heard joomla drupal
1,bingofuel yes see carywilliams tonight delicious dinner chef geoff chez a lo g mo hope see pre departure
0,angrily told extemely abusive mentally emotionally amp physically made day night
1,love laughter creativity
1,yay me good com final needa step next semester forsure tho distraction
1,jerzicua say met all awesomest people bunch them
0,person online msn feel lonely
1,home stretch now friday night piss drunk finished exam
0,bigboyramsack kenny u alive i m getting da hair done to bad chillin w u todat kinda sad
0,sry day tweet mia twitter network glitch story re funeral mix up wrong remains delivered ea
0,wm clever headline sorry salt lake city yr http tinyurl com mpoghc
1,coool weekend wasnï¿½t great eeeh whattttever friday better expected be i http tumblr com xiqwu
0,spyed princess anne today listented friend cooking perfect evening working suck ob
1,marycateomalley like simpson that s like asking quot so like breathing quot
1,awesome day
1,stonebrewingco um thats favorite beer must torture can t make there
1,taylorswift woah that s cool landed london and hour ago i love scenery beautiful
1,good morning friend happy may bank holiday
1,trudymagnifique haha check site got good one
1,oh yeah grill out it bbq tonight house
1,happy mother s day lady hope wonderful day
0,deadlyknitshade ooh soon get meet dung mouse
1,peoplebrowsr nice new profile picture glad see friend
1,watching beauty amp beast haha
1,tpearson toooooo thank u
0,want go see street dream playing anywhere near
1,fantastic week london atrocious hour journey home
0,hate moving
0,feeling well today ugh cant go home
1,people mustache get super power mustache fair
0,mrgranger trouble think helping wrist
1,meshel laurie dad superman pulling through take easy
0,coffee turn good tiday excellent
0,wow there s still void whre thomas left heartache never going go away
0,pyroezra really wish could
0,bowwow would afraid got two left foot
1,mkeguy thank great weekend
0,magmaflow yet early
0,work head hurt little due neck hate sleep wrong
0,new picture upload
0,blkademic sorry hear that sometimes family suck
0,moment foward imma spend money wisely dress shoe shopping every week pigging fav rest
1,lay pool take nap agenda day
0,shipwrecked weekend license suspended got cancelled can t take risk driving one life near
0,got work working night shift hospital hr day starting get me
1,night alone piano and pro tool session ill take anytime
1,jason well revise them gardening now guess hoovering warcraft played week
1,eating wich yumm dont think since season ended
0,today go slower time dragging by
0,doonytime minstrel might grab petrol station head back work delicious
0,michael scholfield more dead sorry
0,fall asleep know feel lol drag hell tonight quite excited
0,plan today cleaning washing clothes amp cooking pork dinner weather bit dull hoorah bank hols though
0,woke up dont want go work
0,xbellamariex hello bella r going delete account
1,jaisey aloha jaisey im excited supernatural back tv tonight jensen fest tonite
1,got brainbone daily question right http tinyurl com cryqc
0,blueeyed cat himynameisrose know yes dont remind im effin jealous fuck aust time
1,kariannanas hahaha busy see replied you yes true
0,urghh gonna project wanna waste valuable weekend time
0,joinrick cool big user dm though
0,sooo tired cubicle
1,fun b day celebration
0,thebigmac cool boob itch got sunburned volcano
1,gotta go twitterer stupid sister want go facebook oging montreal morrow wont while bye xoxox lt
1,missing morning work cause bench press back jakarta goodluck diga test easy peasy hehehe
1,clara miss best friend ticket see kiis fm
0,knee sore physio
1,good morning twiggas twitch http bbltwt com sciif getcha motivation
1,vampirefreak haha thanks
0,drinking really nice coffee got go dentist am morning
1,awesome milkshake areo mint blended up like lumpy smoothie chattering
0,head hurt
0,ringorang today wrong answer row brain s working today
0,upset bout talk someone idk though
0,tummy hurt
1,whitsunday lol l love tweet keep coming
1,buckhollywood hey buck love u load love quot what buck quot
0,hey everyone guess what rooney coming today
0,mitchelmusso wish could would cost much call way uk
1,lovely lunch curried rice mussel baby octopus yum
0,way many people cry school picnic decide want go back go public confused sad
0,car car hospital nxt day gotta go pick loaner car b bein without wheel day set back heavy
1,rachel pengov extremely so incredible mood
0,hate working night co really able enjoy gorgeous weather asleep
1,ivoryvalentine seen quot the fifth element quot make quot super green quot lot funnier
1,say morning http plurk com p xap
0,shawin that s problem earphone get last month matter brand price
0,glad friday two class lazy afternoon bad isnt nice warm today
0,bwarg can t sleep tired drawing
0,rosellyanna forgot word started cry stopped singing carried cried stopped
0,totally confused bored life must change
1,aww son gave purple g shock mother s day
1,djinfrared sound pretty cool great job man
0,joooo no geek mind think alike
0,mitchelmusso never reply mee must really hate l
1,rohanbabu brought buffalo gb it fastest transfer rate usb hdd i benchmarked mb s comp
1,happy mother s day mom
1,melindarice here long get watch somewhere happy
1,early morning golf sunny day
0,working a p today hour lunch hour work overtime good fact already dead tired bad
0,skoosie probably not hate happens
1,rudedoodle thankyou
1,sick ians coming good
0,miss th floor view
1,framianne aww heee nicely done weekend guest approves lot
0,myhaloromance camera brokennn
1,emmaloid you hungover never hungover amp know how think may new superpower la whalen home xxx
0,drewryanscott like u said quot give tc chance quot miss thomas move on watch this http bit ly rrfc
1,angelibarra guy rocked tonight yes u tacoma kid rule
0,busy already
0,yslaurent
1,morrrning last day random awesome weekend gonna round dbar style good timezzz
1,omg best roast ever im full haha
1,yes got twin lock welcome twiin
0,mgiraudofficial give anything there bad tennessee
1,margjoc haha aware one contract uti training work tomorrow morning go bed early
1,http bit ly xdc spanish grand prix one hour
1,joy thanks promoing show absence glad liked it sealfur flipthetape rock
0,raspberryhatter aw sound amazing think work thank inviting though
0,mad traffic
1,home sweet home lt going see hannah montana movie today lt ddd
0,sad miss friend
1,going dinner bb
0,iveland know really hurt arm guess booze me ask hpeikemo erlandwienke believe me
1,got home stacey s lovely wedding
0,greggrunberg showin love ya really gonna miss greg beeman s directing next season ya ll s commentary r funny
1,can t minute treadmill done minute today already gonna minute
1,misscruisette glad like
0,cross cause stuck twiddling thumb now ugh
0,ok home made pizza tonight horror run anchovy
0,alexistai please roll eye can t handle that cry
1,russiandiva tat look beautiful heck mama business woman dana
1,stack deck patron sprite ice baby said whatever like right ajaleigh
0,impala guy would luv hear music iï¿½m battery tv play besides think kind vampire movie
0,lonely
1,onlyhis can t wait see
0,amesox heyy dude yuup thats really hows monday x
1,yay bright shiny new week play
0,stoya limited web access thought europe lot quot connected quot were regardless fun never europe
1,friend coming tonight hopefully weather stay nice
0,missing everything work want pix ipinklemonade
1,taylorswift mine too hayley great
1,got home state honor choir hour drive payed off amazinggggg
1,lovehate envy come dont think good
1,good morning
0,little mile run done minute exhausted impressed hrm
1,giving manicure pedicure ahhh missed nice pretty nail
1,oowweee china club wuz poppin lipstic n pump full effect
1,niccisnail definitely write it look forward article re if write it fun
0,amp malware work pc miss dept
1,hurray old friend beer lady friend
1,one day left school th approaching
1,sooo happy demi s back twitter
0,itttt
0,trying blend know suck there s harm trying
0,oh dang drag hell came today it man wish remembered would gone seen it
1,mzjennx uhh congrats two year anniversary
1,texasjackflash thnx follow
1,vincenthofmann yes but cute predictable work you
1,rove looking forward show tonight can t wait ol mate dhughsey
1,bored cold tired lethargic feeling man great holiday monday
0,veryyy upset cant go hacienda tonight stupid nugget game
1,geekysteph also try friendly fire already heard them great stuff florence machine great great music
1,shelleymcarthur cambie slightly event leave waiting feedback though keep u posted
1,work thanks ppl getting freakin starbucks peace ppls
0,r njsharkman squeeze bacon look like poop
